protocol_type,src_ip,dst_ip,src_port,dst_port,flag,src_bytes,dst_bytes,duration,count,label
udp,127.0.0.1,127.0.0.1,38483,53,OTH,156,361,0.000151,4,normal
tcp,192.168.1.30,192.168.1.190,60480,80,SYN,144,76,9e-06,3,ddos
tcp,192.168.1.30,192.168.1.195,52935,53215,SYN,64,0,0.0,1,scanning
udp,192.168.1.190,199.249.120.1,57771,53,OTH,89,734,0.024295,2,password
udp,192.168.1.152,192.168.1.190,39408,53,OTH,218,386,0.000299,4,normal
tcp,192.168.1.195,192.168.1.79,50033,9197,ACK,517,16394,0.020802,19,injection
tcp,192.168.1.31,18.184.104.180,41752,80,ACK,628,13007,1.325404,17,injection
udp,127.0.0.1,127.0.0.1,60848,53,OTH,156,361,0.000193,4,normal
tcp,192.168.1.30,192.168.1.190,34264,80,SYN,144,76,0.000748,3,ddos
tcp,192.168.1.32,192.168.1.180,61676,55884,SYN,64,0,0.0,1,scanning
tcp,192.168.1.31,192.168.1.180,30433,3772,SYN,64,0,0.0,1,scanning
udp,192.168.1.79,192.168.1.255,46002,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.79,192.168.1.255,53772,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.32,192.168.1.195,40628,62647,SYN,64,0,0.0,1,scanning
udp,127.0.0.1,127.0.0.1,42209,53,OTH,156,361,0.000133,4,normal
udp,192.168.1.79,192.168.1.255,40347,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.32,192.168.1.180,22474,44548,SYN,64,0,0.0,1,scanning
tcp,192.168.1.30,192.168.1.190,60846,80,SYN,144,76,0.000338,3,ddos
udp,192.168.1.35,192.168.1.1,43932,53,OTH,158,174,0.013027,4,xss
udp,192.168.1.79,192.168.1.195,38672,59443,OTH,369,0,0.0,1,injection
udp,192.168.1.79,192.168.1.255,54694,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.190,198.7.29.6,20396,53,OTH,97,125,0.01276,2,normal
udp,192.168.1.79,192.168.1.255,56197,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.30,192.168.1.1,33485,53,OTH,81,97,0.002064,2,dos
tcp,192.168.1.39,192.168.1.194,4833,4833,SYN,6200,0,0.197859,100,dos
udp,192.168.1.79,192.168.1.195,60123,59443,OTH,456,0,0.0,1,injection
udp,192.168.1.190,208.84.2.53,48566,53,OTH,94,110,0.01867,2,normal
udp,192.168.1.31,192.168.1.1,54877,53,OTH,79,111,0.002689,2,dos
udp,192.168.1.190,205.251.194.154,35365,53,OTH,101,0,0.0,1,normal
udp,127.0.0.1,127.0.0.1,56283,53,OTH,156,361,0.000282,4,normal
udp,192.168.1.152,192.168.1.190,44471,53,OTH,218,386,0.000303,4,normal
tcp,192.168.1.30,18.184.104.180,41722,80,ACK,658,13007,1.609666,18,injection
udp,192.168.1.79,239.255.255.250,41751,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.180,192.0.32.59,47888,43,ACK,420,992,0.525386,12,password
tcp,192.168.1.31,176.28.50.165,45726,80,ACK,625,2382,1.648525,12,injection
tcp,192.168.1.30,176.28.50.165,35944,80,ACK,554,2912,0.997009,11,injection
tcp,192.168.1.30,192.168.1.195,4968,4968,SYN,6200,0,0.168342,100,dos
udp,192.168.1.190,192.36.148.17,24011,53,OTH,84,1215,0.072891,2,normal
udp,192.168.1.79,239.255.255.250,39977,15600,OTH,79,0,0.0,1,normal
udp,172.17.13.148,224.0.0.252,56494,5355,OTH,136,0,0.407613,2,normal
tcp,192.168.1.30,52.59.177.21,35858,80,ACK,637,13007,1.586052,18,injection
tcp,192.168.1.195,192.168.1.79,50025,9197,ACK,479,3900,0.015572,12,injection
udp,192.168.1.30,192.168.1.1,41577,53,OTH,81,97,0.002471,2,dos
udp,192.168.1.79,192.168.1.255,52848,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.30,176.28.50.165,46948,21,PSH,1315,1027,3.94893,30,password
tcp,192.168.1.31,192.168.1.195,51712,80,ACK,473,1226,0.015913,9,password
tcp,192.168.1.195,192.168.1.79,50027,9197,ACK,442,2136,0.014244,11,injection
tcp,192.168.1.30,192.168.1.184,46390,443,SYN,144,76,0.000201,3,ddos
udp,192.168.1.180,192.168.1.190,60142,53,OTH,134,183,0.001368,2,injection
tcp,192.168.1.195,192.168.1.79,52284,9197,ACK,498,3788,0.014474,10,normal
udp,192.168.1.180,192.168.1.190,50023,53,OTH,83,505,0.00099,2,ddos
tcp,192.168.1.32,192.168.1.195,50633,42965,SYN,64,0,0.0,1,scanning
udp,192.168.1.152,192.168.1.190,36464,53,OTH,218,386,0.000209,4,normal
tcp,192.168.1.30,192.168.1.152,33438,21,SYN,76,62,0.000825,2,password
udp,192.168.1.190,192.5.5.241,13881,53,OTH,72,1141,0.010739,2,password
udp,192.168.1.79,239.255.255.250,54196,15600,OTH,79,0,0.0,1,normal
udp,127.0.0.1,127.0.0.1,58601,53,OTH,156,361,0.000179,4,normal
tcp,192.168.1.39,35.156.66.156,4837,4837,SYN,12400,0,0.199132,200,dos
tcp,192.168.1.35,176.28.50.165,47298,80,ACK,3951,726,1.000666,14,xss
udp,192.168.1.195,8.8.8.8,63648,53,OTH,93,229,0.187483,2,injection
udp,192.168.1.190,205.251.192.166,32797,53,OTH,89,242,0.011603,2,password
tcp,192.168.1.35,176.28.50.165,46574,80,ACK,2787,660,0.987869,12,xss
udp,192.168.1.79,239.255.255.250,42262,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.79,239.255.255.250,56504,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.152,192.168.1.190,43343,53,OTH,218,386,0.000227,4,normal
tcp,192.168.1.30,192.168.1.152,4974,4974,SYN,6200,6200,0.177458,200,dos
tcp,192.168.1.195,192.168.1.79,50018,9197,ACK,574,23131,0.024096,25,injection
udp,192.168.1.180,192.168.1.190,52678,53,OTH,84,158,0.000561,2,ransomware
udp,192.168.1.79,192.168.1.255,37118,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.17,224.0.0.252,53157,5355,OTH,132,0,0.386585,2,normal
udp,192.168.1.190,208.76.45.53,57432,53,OTH,95,133,0.015338,2,normal
udp,192.168.1.79,239.255.255.250,48365,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.79,192.168.1.255,58191,15600,OTH,158,0,720.099096,2,normal
udp,192.168.1.190,192.26.92.30,38901,53,OTH,81,802,0.023491,2,normal
tcp,192.168.1.32,192.168.1.195,31501,45600,SYN,64,0,0.0,1,scanning
tcp,192.168.1.30,192.168.1.184,45972,443,SYN,144,76,0.00456,3,ddos
udp,192.168.1.190,91.189.94.173,16038,53,OTH,89,233,0.340518,2,normal
udp,192.168.1.195,8.8.8.8,51344,53,OTH,93,276,0.034143,2,normal
udp,192.168.1.79,239.255.255.250,48125,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.195,192.168.1.1,50062,41952,ACK,997,4584,0.829588,22,injection
tcp,192.168.1.30,192.168.1.180,5602,52993,SYN,64,0,0.0,1,scanning
udp,192.168.1.152,91.189.89.199,35572,123,OTH,92,92,0.952722,2,normal
tcp,192.168.1.30,176.28.50.165,36028,80,ACK,646,2567,1.640575,12,injection
tcp,192.168.1.30,176.28.50.165,4974,4974,SYN,12400,62,0.32447,201,dos
udp,192.168.1.152,192.168.1.190,58968,53,OTH,218,386,0.000277,4,normal
tcp,192.168.1.190,192.168.1.190,4968,4968,SYN,7440,0,0.194433,120,dos
udp,172.17.13.130,224.0.0.251,5353,5353,OTH,200,0,3.078846,2,normal
udp,192.168.1.190,2.22.230.130,21284,53,OTH,118,154,0.381044,2,normal
udp,192.168.1.190,4.26.227.27,58386,53,OTH,94,147,0.321705,2,normal
tcp,192.168.1.30,192.168.1.184,46466,443,SYN,144,76,0.0013,3,ddos
tcp,192.168.1.195,192.168.1.79,50099,9197,ACK,636,23131,0.020257,26,injection
udp,192.168.1.79,192.168.1.255,41166,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.17,224.0.0.252,55803,5355,OTH,132,0,0.459196,2,normal
udp,192.168.1.79,239.255.255.250,51051,15600,OTH,79,0,0.0,1,injection
tcp,192.168.1.32,192.168.1.180,58223,27061,SYN,64,0,0.0,1,scanning
udp,192.168.1.190,88.221.81.192,33804,53,OTH,94,150,0.016883,2,injection
udp,192.168.1.190,205.251.197.203,28482,53,OTH,120,204,0.140606,2,normal
tcp,192.168.1.31,192.168.1.190,47762,80,ACK,697,2335,0.01355,12,injection
udp,192.168.1.79,192.168.1.255,48037,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.79,192.168.1.255,56041,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.79,192.168.1.255,44543,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.31,192.168.1.190,34438,80,ACK,583,3229,0.002052,12,password
tcp,192.168.1.30,192.168.1.190,32804,80,SYN,144,76,4e-06,3,ddos
udp,192.168.1.79,239.255.255.250,60949,15600,OTH,158,0,83973.318979,2,normal
tcp,192.168.1.30,192.168.1.190,58410,80,SYN,144,76,0.000433,3,ddos
udp,192.168.1.17,224.0.0.252,58510,5355,OTH,132,0,0.359854,2,normal
udp,192.168.1.79,239.255.255.250,53434,15600,OTH,79,0,0.0,1,normal
udp,172.17.13.179,172.17.15.255,59759,51007,OTH,372,0,3.593399,2,normal
udp,192.168.1.79,192.168.1.255,54421,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.79,192.168.1.255,40881,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.152,192.168.1.190,45125,53,OTH,218,386,0.000369,4,normal
udp,192.168.1.79,239.255.255.250,49391,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.79,239.255.255.250,45075,15600,OTH,79,0,0.0,1,injection
udp,192.168.1.17,224.0.0.252,63550,5355,OTH,154,0,0.401617,2,normal
tcp,192.168.1.30,52.59.177.21,36118,80,ACK,624,13007,1.293735,17,injection
tcp,192.168.1.30,192.168.1.195,32514,33558,SYN,64,0,0.0,1,scanning
udp,192.168.1.195,192.168.1.190,56326,53,OTH,93,541,0.453741,2,normal
udp,192.168.1.1,192.168.1.195,59353,62253,OTH,661,0,0.009552,2,injection
udp,192.168.1.193,224.0.0.252,57208,5355,OTH,138,0,0.080601,2,normal
udp,192.168.1.79,239.255.255.250,44450,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.79,239.255.255.250,45335,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.79,239.255.255.250,37434,15600,OTH,79,0,0.0,1,injection
udp,192.168.1.31,192.168.1.1,32833,53,OTH,132,132,0.002795,4,injection
udp,192.168.1.79,192.168.1.255,45015,15600,OTH,79,0,0.0,1,injection
tcp,192.168.1.31,192.168.1.152,49416,80,ACK,632,3924,0.057937,12,injection
tcp,192.168.1.195,192.168.1.79,52282,9197,ACK,442,2080,0.05991,10,normal
tcp,192.168.1.195,192.168.1.79,50066,7678,ACK,485,2059,0.062908,11,injection
udp,192.168.1.190,13.107.4.1,27567,53,OTH,94,154,0.03467,2,normal
udp,192.168.1.79,192.168.1.255,40706,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.79,192.168.1.255,44581,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.31,192.168.1.1,51700,53,OTH,81,97,0.002524,2,dos
udp,192.168.1.79,192.168.1.255,39106,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.32,192.168.1.180,13795,46291,SYN,64,0,0.0,1,scanning
udp,192.168.1.190,192.5.6.30,56306,53,OTH,83,804,0.013532,2,normal
udp,192.168.1.193,239.255.255.250,64980,1900,OTH,868,0,3.224198,4,normal
udp,192.168.1.195,192.168.1.190,57800,53,OTH,78,206,0.254876,2,injection
tcp,192.168.1.195,104.74.39.12,50070,443,ACK,1064,9106,60.116769,22,injection
tcp,192.168.1.30,192.168.1.194,46124,80,SYN,212,152,4.63817,5,ddos
tcp,192.168.1.195,192.168.1.152,50575,1880,PSH,10974,128872,64.280693,383,ddos
udp,192.168.1.152,192.168.1.190,39128,53,OTH,218,386,0.00034,4,normal
udp,127.0.0.1,127.0.0.1,59320,53,OTH,156,361,0.000263,4,normal
udp,192.168.1.190,65.22.199.1,19955,53,OTH,96,607,0.122756,2,normal
udp,192.168.1.79,239.255.255.250,52987,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.30,192.168.1.184,49680,80,ACK,443,383,0.002342,7,ddos
tcp,192.168.1.31,18.184.104.180,41552,80,ACK,804,13007,1.616425,17,injection
tcp,192.168.1.31,18.184.104.180,41742,80,ACK,661,13007,1.315738,18,injection
tcp,192.168.1.30,192.168.1.180,10146,37667,SYN,64,0,0.0,1,scanning
tcp,192.168.1.184,192.168.1.184,8080,4835,SYN,7440,0,0.212441,120,dos
udp,192.168.1.190,192.112.36.4,34750,53,OTH,72,1141,0.177981,2,normal
udp,192.168.1.79,192.168.1.255,51970,15600,OTH,79,0,0.0,1,normal
udp,172.17.13.170,172.17.15.255,57621,57621,OTH,86,0,0.0,1,normal
udp,192.168.1.79,192.168.1.255,43803,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.79,239.255.255.250,49117,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.30,192.168.1.195,14000,61458,SYN,64,0,0.0,1,scanning
tcp,192.168.1.30,192.168.1.190,39966,80,ACK,568,4042,0.00308,13,password
tcp,192.168.1.30,18.184.104.180,42416,80,ACK,614,13007,1.393821,17,injection
udp,192.168.1.152,192.168.1.190,60582,53,OTH,218,386,0.000184,4,normal
tcp,192.168.1.31,192.168.1.190,47172,80,ACK,718,2335,0.010187,12,injection
udp,192.168.1.79,192.168.1.255,48046,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.35,192.168.1.1,59190,53,OTH,158,174,0.007893,4,xss
udp,192.168.1.195,192.168.1.190,62516,53,OTH,80,141,0.570793,2,injection
udp,192.168.1.195,8.8.8.8,60961,53,OTH,83,132,0.113469,2,injection
udp,172.17.4.102,172.17.15.255,137,137,OTH,276,0,1.540307,3,normal
udp,192.168.1.79,239.255.255.250,50534,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.30,192.168.1.184,41504,443,SYN,144,76,0.001318,3,ddos
udp,192.168.1.190,193.108.88.128,19529,53,OTH,118,134,0.057526,2,normal
udp,192.168.1.190,103.76.40.26,62472,53,OTH,89,117,0.015035,2,password
tcp,192.168.1.31,192.168.1.190,47580,80,ACK,826,2335,0.016692,11,injection
udp,192.168.1.190,192.5.5.241,28452,53,OTH,82,1210,0.017287,2,normal
tcp,192.168.1.30,192.168.1.184,48254,443,SYN,144,76,5e-06,3,ddos
udp,192.168.1.79,192.168.1.255,49042,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.79,192.168.1.255,45701,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.30,192.168.1.1,58824,53,OTH,79,248,0.011326,2,dos
tcp,192.168.1.152,13.35.146.75,44750,443,ACK,1362,4194,5.441886,17,normal
udp,192.168.1.152,192.168.1.190,40443,53,OTH,218,386,0.000495,4,normal
udp,192.168.1.152,192.168.1.190,38513,53,OTH,218,386,0.00026,4,normal
udp,192.168.1.152,192.168.1.190,33124,53,OTH,218,386,0.000335,4,normal
udp,192.168.1.190,91.189.95.3,16729,53,OTH,89,233,0.308445,2,injection
udp,192.168.1.79,192.168.1.255,39234,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.79,239.255.255.250,44534,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.79,192.168.1.255,42774,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.195,8.8.8.8,55327,53,OTH,91,249,0.176457,2,normal
udp,172.17.13.148,239.255.255.250,56179,1900,OTH,212,0,0.0,1,normal
udp,192.168.1.35,192.168.1.1,57845,53,OTH,158,174,0.003336,4,xss
udp,127.0.0.1,127.0.0.1,53345,53,OTH,156,361,0.000171,4,normal
udp,192.168.1.79,192.168.1.255,44051,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.31,192.168.1.195,38714,80,ACK,470,766,0.009707,9,password
udp,172.17.15.220,224.0.0.251,5353,5353,OTH,650,0,4.418903,4,normal
tcp,192.168.1.32,192.168.1.195,46046,64039,SYN,64,0,0.0,1,scanning
tcp,192.168.1.30,18.184.104.180,41826,80,ACK,969,13007,1.61993,18,injection
tcp,192.168.1.31,192.168.1.152,49044,80,ACK,552,3924,0.110945,12,injection
tcp,192.168.1.30,192.168.1.190,57112,80,SYN,144,76,0.00013,3,ddos
udp,192.168.1.79,192.168.1.255,58410,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.31,192.168.1.190,33348,80,ACK,503,999,0.004063,10,password
udp,192.168.1.35,192.168.1.1,41833,53,OTH,164,196,0.002807,4,xss
udp,192.168.1.180,192.168.1.190,44064,53,OTH,94,142,0.001578,2,ransomware
udp,192.168.1.79,192.168.1.195,34553,60712,OTH,456,0,0.0,1,injection
tcp,192.168.1.195,192.168.1.79,50023,7678,ACK,504,2059,0.011122,11,injection
tcp,192.168.1.35,192.168.1.190,50758,80,ACK,3564,1798,0.193031,13,xss
udp,192.168.1.152,192.168.1.190,50602,53,OTH,218,386,0.000337,4,normal
tcp,192.168.1.30,192.168.1.184,48582,443,SYN,144,76,0.000679,3,ddos
udp,192.168.1.190,199.7.91.13,57801,53,OTH,72,1141,0.021146,2,normal
tcp,192.168.1.30,192.168.1.184,46122,443,SYN,144,76,0.000239,3,ddos
udp,192.168.1.152,192.168.1.190,42944,53,OTH,218,386,0.00024,4,normal
udp,192.168.1.79,239.255.255.250,42568,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.39,192.168.1.1,58653,53,OTH,158,174,0.003381,4,xss
tcp,192.168.1.30,192.168.1.190,40842,80,ACK,515,3449,0.003129,12,password
udp,192.168.1.190,193.108.88.128,59219,53,OTH,122,140,0.023637,2,normal
udp,192.168.1.79,239.255.255.250,54402,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.195,192.168.1.79,52288,9197,ACK,442,3931,0.035094,10,normal
udp,192.168.1.79,192.168.1.255,42042,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.31,18.184.104.180,41556,80,ACK,855,13007,1.609796,18,injection
udp,192.168.1.79,239.255.255.250,54122,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.31,18.184.104.180,41660,80,ACK,698,13075,1.401856,19,injection
tcp,192.168.1.35,176.28.50.165,47094,80,ACK,4125,726,1.139922,14,xss
udp,192.168.1.39,192.168.1.1,58210,53,OTH,158,174,0.006863,4,xss
tcp,192.168.1.195,192.168.1.79,50060,9197,ACK,585,17436,0.020981,21,injection
udp,192.168.1.190,91.189.91.139,39628,53,OTH,89,233,0.281672,2,normal
tcp,192.168.1.1,192.168.1.195,49152,49971,ACK,37944,868,2.974081,626,mitm
udp,192.168.1.152,192.168.1.190,43831,53,OTH,218,386,0.000255,4,normal
udp,192.168.1.152,192.168.1.190,49819,53,OTH,218,386,0.000184,4,normal
udp,192.168.1.79,192.168.1.255,33321,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.79,192.168.1.255,50737,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.79,192.168.1.255,52765,15600,OTH,79,0,0.0,1,dos
udp,192.168.1.190,204.61.216.50,39707,53,OTH,87,1516,0.012136,2,password
tcp,192.168.1.31,192.168.1.190,46436,80,ACK,516,2335,0.00261,11,password
udp,192.168.1.79,192.168.1.255,51840,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.35,192.168.1.195,39238,80,ACK,738,1576,0.037987,11,xss
udp,192.168.1.79,192.168.1.255,60020,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.190,192.58.128.30,17941,53,OTH,86,1217,0.025605,2,normal
tcp,192.168.1.30,192.168.1.184,43032,443,SYN,144,76,0.00017,3,ddos
tcp,192.168.1.30,192.168.1.184,44804,443,SYN,144,76,4e-06,3,ddos
udp,192.168.1.79,192.168.1.255,40084,15600,OTH,158,0,83930.528438,2,normal
tcp,192.168.1.35,192.168.1.195,38658,80,ACK,728,1576,0.061071,11,xss
udp,192.168.1.190,193.0.14.129,45198,53,OTH,72,1141,0.037991,2,normal
udp,192.168.1.79,239.255.255.250,41786,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.32,192.168.1.193,58122,42847,SYN,64,0,0.0,1,scanning
tcp,192.168.1.195,192.168.1.1,50117,49152,ACK,501,1301,0.009105,10,injection
tcp,192.168.1.32,192.168.1.180,49867,30762,SYN,64,0,0.0,1,scanning
udp,192.168.1.79,192.168.1.255,34651,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.79,192.168.1.255,37446,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.152,192.168.1.190,57092,53,OTH,218,386,0.000213,4,normal
tcp,192.168.1.195,192.168.1.195,4834,4834,SYN,7440,0,0.290344,120,dos
udp,192.168.1.79,239.255.255.250,51801,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.32,192.168.1.195,58556,29078,SYN,64,0,0.0,1,scanning
udp,192.168.1.152,192.168.1.190,47749,53,OTH,218,386,0.000216,4,normal
tcp,192.168.1.190,192.168.1.152,47979,1880,ACK,4092,40645,11.022274,126,ransomware
udp,192.168.1.152,192.168.1.190,60117,53,OTH,218,386,0.00031,4,normal
tcp,192.168.1.32,192.168.1.180,31686,55085,SYN,64,0,0.0,1,scanning
udp,192.168.1.79,239.255.255.250,58672,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.30,192.168.1.184,47008,80,ACK,519,451,20.882694,9,ddos
tcp,192.168.1.31,192.168.1.190,45870,80,ACK,503,999,0.001797,10,password
udp,192.168.1.79,192.168.1.255,42793,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.193,192.168.1.193,80,4836,SYN,7440,0,0.21664,120,dos
tcp,192.168.1.31,18.184.104.180,41824,80,ACK,770,13007,1.248139,19,injection
udp,192.168.1.152,192.168.1.190,33689,53,OTH,218,386,0.000212,4,normal
udp,192.168.1.17,224.0.0.252,53247,5355,OTH,66,0,0.0,1,normal
udp,192.168.1.195,192.168.1.190,50807,53,OTH,74,263,0.80273,2,normal
tcp,192.168.1.30,192.168.1.190,56464,80,SYN,144,76,0.000133,3,ddos
udp,192.168.1.195,8.8.8.8,55693,53,OTH,84,178,0.148171,2,normal
udp,192.168.1.190,192.228.79.201,17360,53,OTH,82,1213,0.182342,2,normal
udp,127.0.0.1,127.0.0.1,50195,53,OTH,156,361,0.000561,4,normal
udp,192.168.1.152,192.168.1.190,37639,53,OTH,218,386,0.000225,4,normal
udp,192.168.1.46,224.0.0.252,54850,5355,OTH,77,0,0.0,1,normal
udp,192.168.1.180,192.168.1.190,45469,53,OTH,83,405,0.042601,2,password
tcp,192.168.1.180,192.0.32.59,55078,43,ACK,356,830,0.504485,10,ransomware
tcp,192.168.1.35,192.168.1.190,50466,80,ACK,2577,1424,0.12018,11,xss
udp,192.168.1.17,239.255.255.250,61650,1900,OTH,868,0,4.115051,4,normal
tcp,192.168.1.193,192.168.1.79,50308,9197,ACK,443,706,0.010979,10,injection
tcp,192.168.1.195,192.168.1.79,57455,9197,ACK,636,23131,0.036199,26,dos
tcp,192.168.1.195,192.168.1.1,49969,41952,ACK,17178,53584,2.996676,968,mitm
udp,192.168.1.190,173.245.59.117,14534,53,OTH,82,114,0.013865,2,injection
tcp,192.168.1.35,192.168.1.190,51000,80,ACK,3150,1616,0.092447,11,xss
tcp,48.41.109.167,192.168.1.194,6759,80,SYN,62,0,0.0,1,ddos
udp,192.168.1.79,192.168.1.255,45409,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.79,239.255.255.250,49728,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.79,192.168.1.255,37762,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.17,239.255.255.250,64997,1900,OTH,868,0,3.009736,4,normal
tcp,192.168.1.195,192.168.1.79,49912,9197,ACK,541,3962,0.019471,14,injection
udp,192.168.1.79,192.168.1.255,44371,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.195,192.168.1.190,53225,53,OTH,70,145,0.015361,2,normal
udp,192.168.1.79,192.168.1.255,42331,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.152,192.168.1.190,34686,53,OTH,436,772,2401.175558,8,normal
udp,192.168.1.152,192.168.1.190,33685,53,OTH,218,386,0.000325,4,normal
udp,192.168.1.79,239.255.255.250,58827,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.152,192.168.1.190,49352,53,OTH,218,386,0.000288,4,normal
udp,192.168.1.79,192.168.1.255,39263,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.79,239.255.255.250,40634,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.190,145.238.193.21,45511,53,OTH,87,153,0.352481,2,injection
udp,192.168.1.152,192.168.1.190,45866,53,OTH,218,386,0.000245,4,normal
udp,192.168.1.39,192.168.1.1,53596,53,OTH,158,174,0.003747,4,xss
udp,192.168.1.79,192.168.1.255,51627,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.152,192.168.1.190,37299,53,OTH,218,386,0.000165,4,normal
udp,192.168.1.79,192.168.1.255,51197,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.35,176.28.50.165,46732,80,ACK,3126,660,1.156333,12,xss
udp,192.168.1.79,192.168.1.195,49273,65082,OTH,358,0,0.0,1,ransomware
udp,192.168.1.195,8.8.8.8,53836,53,OTH,89,324,0.239181,2,normal
udp,192.168.1.79,192.168.1.255,49184,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.32,192.168.1.195,20859,4662,SYN,64,0,0.0,1,scanning
udp,192.168.1.79,239.255.255.250,42575,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.79,192.168.1.255,35604,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.79,239.255.255.250,33379,15600,OTH,79,0,0.0,1,injection
udp,192.168.1.190,128.63.2.53,28551,53,OTH,72,1141,0.315501,2,normal
udp,192.168.1.39,192.168.1.1,53141,53,OTH,164,196,0.005071,4,xss
udp,192.168.1.79,239.255.255.250,45390,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.190,192.12.94.30,11326,53,OTH,89,820,0.125572,2,injection
udp,192.168.1.190,199.7.83.42,21182,53,OTH,72,1141,0.014665,2,injection
tcp,192.168.1.31,192.168.1.152,49180,80,ACK,566,3924,0.095056,12,injection
tcp,192.168.1.194,192.168.1.194,80,4970,SYN,7440,0,0.203729,120,dos
udp,192.168.1.79,239.255.255.250,41414,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.79,192.168.1.255,42435,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.190,162.159.0.33,18038,53,OTH,95,233,0.033892,2,injection
udp,192.168.1.152,192.168.1.190,39245,53,OTH,218,386,0.000341,4,normal
tcp,192.168.1.31,192.168.1.152,40580,21,SYN,76,62,0.000405,2,password
tcp,192.168.1.30,192.168.1.195,5706,31033,SYN,64,0,0.0,1,scanning
udp,192.168.1.190,192.203.230.10,13703,53,OTH,72,72,0.172567,2,normal
udp,192.168.1.79,192.168.1.255,53442,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.31,192.168.1.190,47608,80,ACK,933,2335,0.005597,12,injection
udp,192.168.1.79,192.168.1.255,38862,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.79,239.255.255.250,60720,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.31,18.184.104.180,41518,80,ACK,834,12803,1.653164,19,injection
udp,192.168.1.79,192.168.1.255,51858,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.31,192.168.1.190,46004,80,ACK,502,849,0.001574,10,password
tcp,192.168.1.30,18.184.104.180,42448,80,ACK,710,13007,1.360495,18,injection
udp,192.168.1.79,192.168.1.255,60051,15600,OTH,79,0,0.0,1,normal
