protocol_type,src_ip,dst_ip,src_port,dst_port,flag,src_bytes,dst_bytes,duration,count,label
udp,192.168.1.190,192.58.128.30,11678,53,OTH,72,72,0.178333,2,normal
tcp,192.168.1.30,192.168.1.184,42366,443,SYN,144,76,4e-06,3,ddos
udp,192.168.1.79,192.168.1.255,57105,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.79,192.168.1.255,34467,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.30,192.168.1.184,43146,443,SYN,144,76,0.000137,3,ddos
udp,192.168.1.79,239.255.255.250,54356,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.30,192.168.1.180,26403,42786,SYN,64,0,0.0,1,scanning
udp,192.168.1.79,239.255.255.250,44394,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.30,18.184.104.180,42260,80,ACK,755,13007,1.468492,18,injection
udp,192.168.1.79,192.168.1.255,48303,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.39,192.168.1.1,38034,53,OTH,164,196,0.009769,4,xss
tcp,192.168.1.190,192.168.1.190,4838,4838,SYN,7440,0,0.244386,120,dos
tcp,192.168.1.30,192.168.1.184,43218,443,SYN,144,76,0.002032,3,ddos
tcp,192.168.1.35,192.168.1.190,50364,80,ACK,4953,2239,0.153829,14,xss
udp,192.168.1.152,192.168.1.190,34910,53,OTH,218,386,0.000242,4,normal
udp,192.168.1.79,192.168.1.195,60998,65082,OTH,367,0,0.0,1,ransomware
tcp,192.168.1.32,192.168.1.195,26095,49523,SYN,64,0,0.0,1,scanning
tcp,192.168.1.30,52.59.177.21,35400,80,ACK,575,13075,1.505748,18,injection
udp,192.168.1.79,239.255.255.250,39507,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.152,192.168.1.190,55311,53,OTH,218,386,0.000303,4,normal
udp,192.168.1.195,192.168.1.190,62873,53,OTH,70,145,0.000228,2,normal
udp,192.168.1.30,192.168.1.1,35239,53,OTH,79,111,0.002486,2,dos
udp,192.168.1.79,239.255.255.250,56379,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.152,192.168.1.190,46240,53,OTH,218,386,0.000363,4,normal
udp,192.168.1.152,91.189.89.199,38540,123,OTH,92,92,0.346583,2,normal
tcp,192.168.1.190,192.168.1.190,4971,4971,SYN,7440,0,0.227499,120,dos
udp,192.168.1.152,192.168.1.190,42671,53,OTH,218,386,0.000331,4,normal
udp,192.168.1.152,192.168.1.190,40335,53,OTH,218,386,0.000692,4,normal
udp,192.168.1.190,216.239.34.110,7002,53,OTH,111,232,0.126429,2,normal
udp,192.168.1.79,192.168.1.255,56233,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.79,239.255.255.250,33608,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.30,192.168.1.195,48166,80,ACK,479,2375,0.088134,11,password
udp,192.168.1.79,239.255.255.250,37263,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.180,192.0.32.59,47888,43,ACK,420,992,0.525386,12,password
tcp,192.168.1.30,52.59.177.21,36074,80,ACK,667,13007,1.4233,18,injection
udp,192.168.1.152,192.168.1.190,52106,53,OTH,218,386,0.000286,4,normal
tcp,192.168.1.31,176.28.50.165,43438,21,PSH,1317,1027,3.888678,30,password
tcp,192.168.1.30,18.184.104.180,41722,80,ACK,658,13007,1.609666,18,injection
udp,192.168.1.79,239.255.255.250,54397,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.152,192.168.1.190,53178,53,OTH,218,386,0.000208,4,normal
udp,192.168.1.30,192.168.1.1,53634,53,OTH,81,97,0.003126,2,dos
udp,192.168.1.79,239.255.255.250,43609,15600,OTH,79,0,0.0,1,password
udp,192.168.1.190,192.5.6.30,43198,53,OTH,83,804,0.013714,2,normal
udp,192.168.1.79,239.255.255.250,39961,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.30,192.168.1.152,33864,21,SYN,76,62,0.000366,2,password
tcp,192.168.1.30,192.168.1.195,42553,28994,SYN,64,0,0.0,1,scanning
udp,192.168.1.79,239.255.255.250,49130,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.30,192.168.1.194,4967,4967,SYN,6200,6200,0.210693,200,dos
udp,192.168.1.79,239.255.255.250,46032,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.39,192.168.1.1,56112,53,OTH,164,196,0.002851,4,xss
udp,192.168.1.79,239.255.255.250,45452,15600,OTH,158,0,1794.17202,2,normal
tcp,192.168.1.32,192.168.1.180,52463,4719,SYN,64,0,0.0,1,scanning
tcp,192.168.1.30,192.168.1.190,53792,80,SYN,144,76,0.000509,3,ddos
tcp,192.168.1.30,192.168.1.190,33910,80,SYN,144,76,0.004752,3,ddos
tcp,192.168.1.30,192.168.1.152,4973,4973,SYN,6200,6200,0.20772,200,dos
tcp,192.168.1.32,192.168.1.195,45459,58264,SYN,64,0,0.0,1,scanning
tcp,192.168.1.30,192.168.1.152,39170,80,ACK,501,811,0.013375,10,password
udp,192.168.1.31,192.168.1.1,54417,53,OTH,132,132,0.003059,4,injection
udp,192.168.1.190,208.84.2.53,3759,53,OTH,84,119,0.050837,2,normal
udp,192.168.1.152,192.168.1.190,45670,53,OTH,218,386,0.000207,4,normal
tcp,192.168.1.30,52.59.177.21,36202,80,ACK,692,13007,1.366464,18,injection
tcp,192.168.1.35,176.28.50.165,46874,80,ACK,2841,660,1.010364,12,xss
tcp,192.168.1.30,192.168.1.184,44412,21,SYN,76,62,1.8e-05,2,password
udp,192.168.1.79,192.168.1.255,38712,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.79,192.168.1.255,53082,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.39,176.28.50.165,41392,80,ACK,775,594,1.144582,10,xss
tcp,192.168.1.30,192.168.1.184,46390,443,SYN,144,76,0.000201,3,ddos
tcp,192.168.1.32,192.168.1.195,22946,40963,SYN,64,0,0.0,1,scanning
udp,192.168.1.79,192.168.1.255,57443,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.180,185.36.4.9,42308,43,ACK,433,3073,0.98752,12,password
udp,192.168.1.79,192.168.1.255,55463,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.152,192.168.1.190,43306,53,OTH,218,386,0.000247,4,normal
udp,127.0.0.1,127.0.0.1,49578,53,OTH,156,361,0.00018,4,normal
udp,192.168.1.190,205.251.193.107,28490,53,OTH,94,380,0.013394,2,ransomware
udp,192.168.1.35,192.168.1.1,50342,53,OTH,158,174,0.005288,4,xss
udp,192.168.1.190,65.22.9.1,46891,53,OTH,96,372,0.217147,2,password
tcp,192.168.1.30,192.168.1.184,47196,443,SYN,144,76,0.000129,3,ddos
udp,192.168.1.79,239.255.255.250,49573,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.30,176.28.50.165,35954,80,ACK,622,2912,1.643027,12,injection
udp,192.168.1.79,192.168.1.255,53638,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.39,176.28.50.165,41276,80,ACK,710,594,1.080181,10,xss
tcp,192.168.1.30,52.59.177.21,35242,80,ACK,961,13007,1.520272,18,injection
udp,192.168.1.79,239.255.255.250,59290,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.79,239.255.255.250,59354,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.195,8.8.8.8,65036,53,OTH,73,124,0.208644,2,normal
other,192.168.1.103,224.0.0.251,0,0,OTH,2170,0,89256.981129,35,normal
udp,192.168.1.79,192.168.1.255,43024,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.79,239.255.255.250,42242,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.152,192.168.1.190,34419,53,OTH,218,386,0.000207,4,normal
tcp,192.168.1.30,192.168.1.184,4973,4973,SYN,6200,6200,0.191106,200,dos
tcp,192.168.1.195,192.168.1.79,49926,9197,ACK,442,706,0.011137,10,injection
udp,192.168.1.190,193.0.14.129,26234,53,OTH,81,1212,0.062902,2,normal
tcp,192.168.1.184,192.168.1.184,8080,4966,SYN,7440,0,0.287479,120,dos
udp,192.168.1.79,192.168.1.255,47665,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.30,192.168.1.184,45164,443,SYN,144,76,0.000268,3,ddos
udp,192.168.1.79,239.255.255.250,58731,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.152,192.168.1.190,50773,53,OTH,218,386,0.000214,4,normal
udp,192.168.1.79,239.255.255.250,38423,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.30,18.184.104.180,42744,80,ACK,640,13007,1.34407,18,injection
udp,192.168.1.79,192.168.1.255,48466,15600,OTH,79,0,0.0,1,normal
udp,172.17.0.3,192.168.1.190,58138,53,OTH,164,802,0.499059,4,password
udp,172.17.0.3,192.168.1.190,46019,53,OTH,164,936,0.746461,4,password
tcp,192.168.1.31,192.168.1.169,36708,443,PSH,1397,2074,0.042172,13,scanning
tcp,192.168.1.30,192.168.1.190,54048,80,SYN,144,76,0.000496,3,ddos
tcp,192.168.1.30,192.168.1.184,41556,443,SYN,144,76,1.4e-05,3,ddos
tcp,192.168.1.31,18.184.104.180,41820,80,ACK,688,13007,1.272764,18,injection
tcp,192.168.1.30,192.168.1.190,40952,80,ACK,651,3644,0.011811,13,password
udp,192.168.1.31,192.168.1.1,60789,53,OTH,81,97,0.001967,2,dos
udp,192.168.1.30,192.168.1.1,45538,53,OTH,81,97,0.002691,2,dos
tcp,192.168.1.31,192.168.1.190,46844,80,ACK,503,1001,0.001779,10,password
udp,192.168.1.39,192.168.1.1,55783,53,OTH,158,174,0.002717,4,xss
udp,192.168.1.79,192.168.1.255,60447,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.190,199.212.0.53,5678,53,OTH,93,277,0.244899,2,ddos
other,192.168.1.79,239.255.255.250,0,0,OTH,1364,0,89251.218542,22,normal
udp,192.168.1.152,91.189.89.199,40375,123,OTH,184,92,32.95404,3,normal
udp,192.168.1.35,192.168.1.1,36512,53,OTH,158,174,0.002647,4,xss
tcp,192.168.1.195,192.168.1.79,50281,9197,ACK,574,23131,0.023731,25,injection
udp,192.168.1.39,192.168.1.1,53786,53,OTH,164,196,0.004992,4,xss
tcp,199.15.83.22,192.168.1.180,43,42530,ACK,287,213,0.031847,7,ransomware
udp,192.168.1.39,192.168.1.1,36435,53,OTH,158,174,0.005191,4,xss
udp,192.168.1.17,224.0.0.252,62250,5355,OTH,154,0,0.004864,2,normal
tcp,192.168.1.180,64.124.14.21,39132,43,ACK,482,4636,1.050003,16,password
tcp,192.168.1.35,176.28.50.165,46186,80,ACK,2637,660,1.059388,12,xss
udp,192.168.1.79,239.255.255.250,50662,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.30,192.168.1.184,45320,21,SYN,76,62,1.9e-05,2,password
tcp,192.168.1.31,192.168.1.190,46926,80,ACK,985,2335,0.018444,11,injection
tcp,192.168.1.195,52.229.207.60,55821,443,PSH,3805,7591,7.720296,29,normal
udp,127.0.0.1,127.0.0.1,53591,53,OTH,156,361,0.000176,4,normal
udp,192.168.1.190,193.0.14.129,62252,53,OTH,88,1216,0.022796,2,injection
tcp,192.168.1.30,192.168.1.190,60874,80,SYN,144,76,0.000312,3,ddos
udp,192.168.1.190,204.61.216.50,53568,53,OTH,95,403,0.013118,2,ransomware
udp,192.168.1.31,192.168.1.1,53169,53,OTH,79,111,0.00194,2,dos
tcp,192.168.1.180,199.15.84.131,40924,43,ACK,567,3343,0.827128,15,password
tcp,192.168.1.30,192.168.1.190,33212,80,SYN,144,76,0.000768,3,ddos
udp,192.168.1.79,192.168.1.255,55647,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.30,192.168.1.180,41572,43584,SYN,64,0,0.0,1,scanning
udp,192.168.1.190,205.251.194.154,27849,53,OTH,101,238,0.059665,2,normal
udp,192.168.1.152,91.189.89.199,48806,123,OTH,92,92,0.313427,2,normal
udp,192.168.1.79,192.168.1.255,59071,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.31,192.168.1.190,33468,80,ACK,503,999,0.004152,10,password
tcp,192.168.1.30,192.168.1.152,33202,21,SYN,76,62,0.000348,2,password
tcp,192.168.1.39,192.168.1.184,4841,4841,SYN,6200,0,0.169753,100,dos
tcp,192.168.1.31,192.168.1.180,7829,1552,SYN,64,0,0.0,1,scanning
tcp,192.168.1.32,192.168.1.180,2770,20878,SYN,64,0,0.0,1,scanning
udp,192.168.1.79,239.255.255.250,42566,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.30,192.168.1.184,44768,443,SYN,144,76,0.000132,3,ddos
udp,192.168.1.30,192.168.1.1,49700,53,OTH,162,178,0.005974,4,injection
udp,192.168.1.79,239.255.255.250,38966,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.180,192.0.32.59,56042,43,ACK,356,830,0.603181,10,ransomware
udp,192.168.1.79,239.255.255.250,34712,15600,OTH,158,0,48.733145,2,normal
udp,172.17.0.3,192.168.1.190,32966,53,OTH,168,724,0.000624,4,password
tcp,192.168.1.35,192.168.1.190,50802,80,ACK,3555,1795,0.174891,13,xss
tcp,192.168.1.32,192.168.1.195,48069,52001,SYN,64,0,0.0,1,scanning
udp,192.168.1.30,192.168.1.1,39149,53,OTH,87,87,0.004095,2,ddos
tcp,192.168.1.30,192.168.1.193,37472,21,SYN,76,62,0.000265,2,password
udp,192.168.1.79,192.168.1.255,37920,15600,OTH,79,0,0.0,1,injection
udp,192.168.1.79,192.168.1.255,52789,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.79,239.255.255.250,53206,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.190,128.63.2.53,43477,53,OTH,85,1213,0.313294,2,normal
udp,192.168.1.152,192.168.1.190,39240,53,OTH,218,386,0.000226,4,normal
udp,192.168.1.79,192.168.1.255,41135,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.79,239.255.255.250,37607,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.35,192.168.1.195,38932,80,ACK,865,1636,0.06312,12,xss
tcp,192.168.1.30,192.168.1.195,21546,34350,SYN,64,0,0.0,1,scanning
tcp,192.168.1.35,192.168.1.195,38862,80,ACK,733,1576,0.026381,11,xss
tcp,192.168.1.180,192.0.32.59,52992,43,ACK,366,892,0.530749,10,password
udp,172.17.1.93,224.0.0.251,5353,5353,OTH,117,0,0.0,1,normal
udp,192.168.1.190,192.5.6.30,31750,53,OTH,82,803,0.019796,2,dos
udp,192.168.1.79,239.255.255.250,43577,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.79,192.168.1.255,46924,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.32,192.168.1.180,31594,38135,SYN,64,0,0.0,1,scanning
udp,192.168.1.46,224.0.0.252,57053,5355,OTH,77,0,0.0,1,normal
udp,192.168.1.152,192.168.1.190,39043,53,OTH,218,386,0.000314,4,normal
udp,192.168.1.152,192.168.1.190,52197,53,OTH,218,386,0.000309,4,normal
udp,192.168.1.152,192.168.1.190,32938,53,OTH,218,386,0.00025,4,normal
udp,192.168.1.79,239.255.255.250,38745,15600,OTH,79,0,0.0,1,normal
udp,172.17.0.3,192.168.1.190,38130,53,OTH,164,844,0.012042,4,password
tcp,192.168.1.30,18.184.104.180,42464,80,ACK,705,13007,1.361836,19,injection
tcp,192.168.1.193,192.168.1.79,49188,9197,ACK,433,696,0.010597,10,ransomware
udp,192.168.1.35,192.168.1.1,47915,53,OTH,158,174,0.000109,4,xss
udp,192.168.1.79,192.168.1.255,44168,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.30,192.168.1.184,41840,443,SYN,144,76,4e-06,3,ddos
tcp,192.168.1.195,192.168.1.1,50628,41952,ACK,1065,4584,0.593342,23,password
udp,192.168.1.79,239.255.255.250,52053,15600,OTH,79,0,0.0,1,injection
udp,192.168.1.190,198.41.0.4,57025,53,OTH,80,1211,0.158206,2,normal
tcp,192.168.1.193,192.168.1.193,80,4837,SYN,7440,0,0.271432,120,dos
udp,192.168.1.190,23.74.25.192,3450,53,OTH,93,417,0.315805,2,injection
tcp,192.168.1.32,192.168.1.195,20895,58672,SYN,64,0,0.0,1,scanning
udp,192.168.1.195,192.168.1.190,57795,53,OTH,70,145,9.9e-05,2,normal
tcp,192.168.1.35,192.168.1.195,38710,80,ACK,715,1576,0.034632,11,xss
udp,192.168.1.152,192.168.1.190,45702,53,OTH,218,386,0.000303,4,normal
udp,192.168.1.79,239.255.255.250,48571,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.79,239.255.255.250,52194,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.190,131.253.21.2,47520,53,OTH,85,139,0.015905,2,normal
udp,192.168.1.79,239.255.255.250,56264,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.79,192.168.1.255,57136,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.152,192.168.1.190,41357,53,OTH,218,386,0.000245,4,normal
udp,192.168.1.79,239.255.255.250,54055,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.30,192.168.1.190,57022,80,SYN,144,76,0.001032,3,ddos
tcp,192.168.1.35,18.194.169.124,57006,80,ACK,687,404,0.954567,10,xss
udp,192.168.1.79,192.168.1.255,42942,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.190,192.58.128.30,53411,53,OTH,70,1139,0.012767,2,ransomware
udp,192.168.1.79,239.255.255.250,50534,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.30,192.168.1.184,48798,443,PSH,1038,2170,0.164666,14,ddos
tcp,192.168.1.195,192.168.1.1,49970,41952,ACK,4248,53320,2.991965,926,mitm
tcp,192.168.1.35,192.168.1.190,51082,80,ACK,4542,2146,0.160486,12,xss
udp,192.168.1.190,193.0.14.129,33056,53,OTH,86,1217,0.029928,2,normal
tcp,192.168.1.35,176.28.50.165,46462,80,ACK,2844,660,1.075842,12,xss
tcp,192.168.1.184,192.168.1.184,8080,4833,SYN,7440,0,0.291843,120,dos
tcp,192.168.1.30,192.168.1.184,45326,443,SYN,144,76,0.000188,3,ddos
tcp,192.168.1.35,192.168.1.195,38608,80,ACK,735,1576,0.011263,11,xss
tcp,192.168.1.35,52.28.231.150,39204,80,ACK,920,404,1.040488,10,xss
tcp,192.168.1.30,192.168.1.180,44540,58047,SYN,64,0,0.0,1,scanning
tcp,192.168.1.30,192.168.1.190,34266,80,SYN,144,76,0.00563,3,ddos
udp,192.168.1.39,192.168.1.1,37356,53,OTH,158,174,0.00418,4,xss
udp,192.168.1.190,2.22.230.130,18431,53,OTH,118,154,0.375701,2,normal
tcp,192.168.1.32,192.168.1.195,31625,6389,SYN,64,0,0.0,1,scanning
udp,127.0.0.1,127.0.0.1,48198,53,OTH,156,361,0.000136,4,normal
tcp,192.168.1.193,192.168.1.193,80,4969,SYN,7440,0,0.183053,120,dos
udp,192.168.1.79,239.255.255.250,57240,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.30,192.168.1.190,56882,80,SYN,144,76,0.000243,3,ddos
udp,192.168.1.152,192.168.1.190,50439,53,OTH,218,386,0.000284,4,normal
tcp,192.168.1.194,192.168.1.194,80,4835,SYN,7440,0,0.221222,120,dos
tcp,192.168.1.30,192.168.1.180,44974,4944,SYN,64,0,0.0,1,scanning
tcp,192.168.1.30,192.168.1.190,53652,80,SYN,144,76,0.000315,3,ddos
udp,192.168.1.79,192.168.1.255,52277,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.30,192.168.1.180,50573,58683,SYN,64,0,0.0,1,scanning
udp,192.168.1.79,192.168.1.255,47462,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.30,192.168.1.180,62660,61676,SYN,64,0,0.0,1,scanning
tcp,192.168.1.31,192.168.1.190,46336,80,ACK,583,3291,0.001841,12,password
tcp,192.168.1.35,192.168.1.190,51026,80,ACK,2979,1559,0.173596,11,xss
udp,192.168.1.79,239.255.255.250,55791,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.190,156.154.65.10,32715,53,OTH,89,173,0.012573,2,password
tcp,192.168.1.30,192.168.1.184,48784,443,SYN,144,76,0.000529,3,ddos
udp,192.168.1.79,192.168.1.255,42802,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.39,176.28.50.165,41628,80,ACK,755,594,1.142423,10,xss
tcp,192.168.1.32,192.168.1.180,3983,11907,SYN,64,0,0.0,1,scanning
udp,192.168.1.190,198.41.0.4,17656,53,OTH,72,1141,0.189746,2,normal
tcp,192.168.1.35,192.168.1.195,39370,80,ACK,768,1576,0.06316,11,xss
udp,192.168.1.152,192.168.1.190,41986,53,OTH,218,386,0.000205,4,normal
udp,192.168.1.103,224.0.0.252,61126,5355,OTH,154,0,0.410421,2,normal
udp,192.168.1.190,173.245.58.219,26777,53,OTH,86,223,0.012676,2,injection
tcp,192.168.1.39,176.28.50.165,41644,80,ACK,3069,660,1.174007,12,xss
udp,192.168.1.79,239.255.255.250,34181,15600,OTH,79,0,0.0,1,injection
other,192.168.1.17,224.0.0.22,0,0,OTH,124,0,0.006534,2,normal
tcp,192.168.1.30,192.168.1.180,49914,58789,SYN,64,0,0.0,1,scanning
udp,192.168.1.30,192.168.1.1,46130,53,OTH,79,111,0.002467,2,dos
tcp,192.168.1.30,192.168.1.195,11179,19644,SYN,64,0,0.0,1,scanning
tcp,192.168.1.31,192.168.1.152,49252,80,ACK,629,3924,0.062843,12,injection
udp,192.168.1.190,208.80.154.238,30982,53,OTH,89,105,0.251355,2,injection
udp,192.168.1.79,239.255.255.250,48222,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.30,192.168.1.180,48063,43029,SYN,64,0,0.0,1,scanning
tcp,192.168.1.35,192.168.1.190,50524,80,ACK,8313,3381,0.162009,17,xss
tcp,192.168.1.152,192.168.1.195,1880,54163,PSH,26832628,1346640,5768.511324,47032,normal
udp,192.168.1.79,192.168.1.255,48440,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.39,176.28.50.165,41286,80,ACK,2691,660,1.152782,12,xss
tcp,192.168.1.193,13.35.146.74,49194,443,ACK,8150,469710,0.63108,398,ransomware
udp,192.168.1.79,239.255.255.250,51453,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.35,192.168.1.190,50700,80,ACK,2559,1418,0.112605,11,xss
tcp,192.168.1.152,13.35.146.48,37544,443,ACK,1294,4126,5.408862,15,normal
tcp,192.168.1.30,52.59.177.21,35258,80,ACK,912,13007,1.50195,18,injection
udp,172.17.0.3,192.168.1.190,57778,53,OTH,158,774,0.000414,4,password
tcp,192.168.1.30,192.168.1.194,45966,80,SYN,144,152,3.926524,4,ddos
udp,192.168.1.79,192.168.1.255,54586,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.190,205.251.198.61,17250,53,OTH,102,239,0.024709,2,normal
udp,192.168.1.180,192.168.1.190,42081,53,OTH,84,158,0.00052,2,ransomware
udp,192.168.1.79,239.255.255.250,44574,15600,OTH,79,0,0.0,1,normal
tcp,176.28.50.165,192.168.1.39,80,41024,ACK,520,198,0.351087,6,xss
tcp,192.168.1.39,176.28.50.165,41346,80,ACK,3087,660,1.143409,12,xss
udp,192.168.1.79,192.168.1.255,34960,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.30,192.168.1.190,33114,80,SYN,144,76,0.000776,3,ddos
tcp,192.168.1.152,192.168.1.152,4834,4834,SYN,7440,0,0.295887,120,dos
udp,192.168.1.152,192.168.1.190,40606,53,OTH,218,386,0.000218,4,normal
tcp,192.168.1.35,52.28.231.150,38226,80,ACK,612,404,0.978235,10,xss
udp,192.168.1.79,239.255.255.250,38817,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.190,192.36.148.17,9473,53,OTH,72,1141,0.07382,2,normal
tcp,192.168.1.31,192.168.1.152,49532,80,ACK,280,144,0.158828,6,injection
udp,192.168.1.190,205.251.195.97,64639,53,OTH,95,232,0.057843,2,normal
tcp,192.168.1.30,192.168.1.195,29570,53561,SYN,64,0,0.0,1,scanning
udp,192.168.1.79,239.255.255.250,35257,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.152,192.168.1.190,43745,53,OTH,374,747,229.803672,8,normal
tcp,192.168.1.194,192.168.1.194,80,4972,SYN,7440,0,0.213046,120,dos
udp,192.168.1.190,193.0.14.129,25427,53,OTH,72,1141,0.0298,2,normal
tcp,192.168.1.30,192.168.1.184,48652,443,SYN,144,76,0.000422,3,ddos
udp,192.168.1.79,192.168.1.255,42223,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.180,202.46.190.12,36800,43,ACK,435,2742,0.140945,12,password
udp,192.168.1.152,192.168.1.190,34990,53,OTH,218,386,0.00029,4,normal
tcp,192.168.1.30,192.168.1.194,45818,80,SYN,144,76,0.002512,3,ddos
udp,192.168.1.79,239.255.255.250,41430,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.79,239.255.255.250,51151,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.79,239.255.255.250,36769,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.39,176.28.50.165,42086,80,ACK,3270,660,1.086017,12,xss
tcp,192.168.1.30,192.168.1.184,43346,443,SYN,144,76,0.000835,3,ddos
tcp,192.168.1.195,192.168.1.79,52282,9197,ACK,442,2080,0.05991,10,normal
udp,192.168.1.190,193.108.88.128,59805,53,OTH,115,133,0.013164,2,normal
udp,192.168.1.79,192.168.1.255,48473,15600,OTH,79,0,0.0,1,dos
udp,192.168.1.79,192.168.1.255,59842,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.190,193.221.113.53,7208,53,OTH,104,0,0.0,1,normal
tcp,192.168.1.30,192.168.1.184,46640,443,SYN,144,76,3e-06,3,ddos
tcp,192.168.1.32,192.168.1.180,11294,27485,SYN,64,0,0.0,1,scanning
udp,192.168.1.79,239.255.255.250,58907,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.190,192.31.80.30,58558,53,OTH,82,803,0.205137,2,normal
tcp,192.168.1.30,192.168.1.195,48235,36969,SYN,64,0,0.0,1,scanning
tcp,192.168.1.35,18.194.169.124,58092,80,SYN,546,74,0.332397,4,xss
udp,192.168.1.190,192.5.6.30,17509,53,OTH,86,807,0.013765,2,normal
udp,192.168.1.79,192.168.1.255,49184,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.79,192.168.1.255,42141,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.79,192.168.1.255,60621,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.152,91.189.89.199,51378,123,OTH,92,92,0.55383,2,normal
tcp,192.168.1.30,192.168.1.195,23780,23884,SYN,64,0,0.0,1,scanning
tcp,192.168.1.30,192.168.1.190,39240,80,ACK,518,3422,0.002328,12,password
udp,192.168.1.79,192.168.1.255,43945,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.79,239.255.255.250,45534,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.31,18.184.104.180,41620,80,ACK,646,13007,1.543688,18,injection
udp,192.168.1.79,192.168.1.255,39494,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.79,192.168.1.255,35850,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.30,18.184.104.180,42412,80,ACK,675,13007,1.477692,18,injection
udp,192.168.1.79,239.255.255.250,48203,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.190,97.74.96.100,1785,53,OTH,94,364,0.012256,2,injection
tcp,192.168.1.30,192.168.1.195,44118,57692,SYN,64,0,0.0,1,scanning
udp,192.168.1.190,23.61.199.131,15547,53,OTH,115,136,0.219086,2,normal
tcp,192.168.1.30,52.59.177.21,35250,80,ACK,938,13007,1.528103,18,injection
tcp,192.168.1.32,192.168.1.180,65223,14498,SYN,64,0,0.0,1,scanning
tcp,192.168.1.39,176.28.50.165,42468,80,ACK,3819,738,1.141314,14,xss
